user_id,tokens,context,token_capacity,context_capacity,last_request_time,token_clear_time
389396171,0," You: Привет Bot: Сервер openAPI не доступен, попробуйте позже You: 2 Bot: Сервер openAPI не доступен, попробуйте позже You: 5 Bot: Сервер openAPI не доступен, попробуйте позже You: 4 Bot: Сервер openAPI не доступен, попробуйте позже You: 7 Bot: Сервер openAPI не доступен, попробуйте позже You: пр Bot: Сервер openAPI не доступен, попробуйте позже You: Привет Bot: Сервер openAPI не доступен, попробуйте позже You: Привет Bot: Сервер openAPI не доступен, попробуйте позже You: 3 Bot: Сервер openAPI не доступен, попробуйте позже You: f Bot: Сервер openAPI не доступен, попробуйте позже You: g Bot: Сервер openAPI не доступен, попробуйте позже You: g Bot: Сервер openAPI не доступен, попробуйте позже You: h Bot: Сервер openAPI не доступен, попробуйте позже You: j Bot: Сервер openAPI не доступен, попробуйте позже You: d Bot: Сервер openAPI не доступен, попробуйте позже You: Ттт Bot: Сервер openAPI не доступен, попробуйте позже You: Орр Bot: Сервер openAPI не доступен, попробуйте позже You: Ирр Bot: Сервер openAPI не доступен, попробуйте позже",2000,2000,1719176879.0,1719161626
